elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
44.528,-153.75,10.04,538.75,0.00,-1.25,0.74
44.547,0.00,9.73,881.25,0.00,-1.25,0.74
44.567,-2.50,10.04,390.00,0.00,-1.25,0.74
44.587,1.25,9.86,482.50,0.00,-2.50,0.74
44.607,0.00,10.56,711.25,0.88,0.00,0.74
44.627,-316.25,10.02,707.50,0.00,0.00,0.74
44.646,1.25,9.54,450.00,0.00,-1.25,0.74
44.667,2.50,10.04,57.50,0.00,0.00,0.74
44.691,1.25,9.54,858.75,0.00,0.00,0.74
44.713,-1.25,10.14,496.25,0.00,0.00,0.74
44.733,1.25,9.65,751.25,0.00,-1.25,0.74
44.753,1.25,10.11,-72.50,0.00,1.25,0.74
44.773,0.00,9.88,807.50,0.00,1.25,0.74
44.792,0.00,9.39,523.75,2.60,-1.25,0.74
44.812,-1.25,10.09,452.50,0.00,-2.50,0.74
44.831,1.25,9.59,800.00,0.00,-1.25,0.74
44.850,5.00,10.03,563.75,2.61,-1.25,0.74
44.870,0.00,9.75,445.00,0.00,0.00,0.74
44.890,0.00,11.61,676.25,0.00,-1.25,0.74
44.910,1.25,9.91,712.50,0.00,0.00,0.74
44.929,0.00,9.46,620.00,0.00,0.00,0.73
44.950,13.75,11.41,693.75,0.00,0.00,0.74
44.970,-1.25,9.58,702.50,0.00,0.00,0.74
44.989,0.00,10.72,670.00,0.00,0.00,0.74
45.010,1.25,9.69,712.50,0.00,-1.25,0.74
45.030,0.00,10.16,325.00,0.00,0.00,0.74
45.050,0.00,10.12,813.75,0.00,-1.25,0.74
45.069,-1.25,9.42,228.75,0.00,-1.25,0.74
45.089,1.25,11.24,868.75,0.00,0.00,0.73
45.109,0.00,9.57,858.75,0.00,0.00,0.73
45.129,1.25,10.16,47.50,0.00,0.00,0.74
45.148,1.25,9.90,880.00,0.00,0.00,0.74
45.168,6.25,10.03,50.00,0.00,0.00,0.73
45.192,1.25,9.77,748.75,0.00,-1.25,0.73
45.214,0.00,10.16,588.75,0.00,-1.25,0.74
45.233,-1.25,9.98,740.00,0.00,-1.25,0.73
45.253,1.25,9.46,143.75,0.00,0.00,0.73
45.273,1.25,11.79,593.75,0.00,1.25,0.73
45.292,-1.25,9.60,762.50,0.00,-1.25,0.73
45.312,0.00,10.14,-48.75,0.00,-1.25,0.73
45.333,0.00,9.84,883.75,0.00,0.00,0.73
45.352,-1.25,10.04,31.25,0.00,0.00,0.73
45.372,1.25,9.87,722.50,0.00,-1.25,0.73
45.397,1.25,10.13,708.75,0.00,-1.25,0.73
45.421,0.00,9.92,881.25,0.00,-1.25,0.73
45.445,2.50,10.14,548.75,0.80,0.00,0.73
45.471,0.00,9.81,645.00,0.00,-1.25,0.73
45.491,-1.25,11.78,613.75,0.00,0.00,0.73
45.510,110.00,9.95,718.75,0.00,-1.25,0.73
45.530,0.00,9.50,616.25,0.00,-1.25,0.73
45.550,1.25,10.03,608.75,0.00,0.00,0.73
45.570,1.25,9.64,531.25,0.00,-1.25,0.73
45.590,0.00,11.43,685.00,0.00,-1.25,0.73
45.609,2.50,9.78,855.00,0.00,-1.25,0.73
45.629,-1.25,9.86,140.00,0.00,0.00,0.73
45.649,1.25,10.07,886.25,0.00,0.00,0.73
45.671,1.25,9.46,175.00,0.00,1.25,0.73
45.695,-153.75,9.96,332.50,0.00,-1.25,0.73
45.716,0.00,9.45,865.00,0.69,0.00,0.73
45.735,0.00,10.02,40.00,2.04,0.00,0.73
45.755,1.25,9.68,317.50,0.00,1.25,0.73
45.775,1.25,10.89,672.50,0.00,0.00,0.73
45.795,0.00,9.80,706.25,0.00,0.00,0.73
45.814,2.50,10.65,691.25,0.00,0.00,0.73
45.834,-2.50,9.95,890.00,0.00,-1.25,0.73
45.853,2.50,9.49,640.00,0.00,0.00,0.73
45.873,1.25,11.21,677.50,0.00,1.25,0.73
45.893,0.00,9.68,720.00,0.00,-1.25,0.73
45.913,1.25,10.16,415.00,0.00,-1.25,0.73
45.932,0.00,10.02,882.50,0.00,0.00,0.73
45.952,2.50,9.63,35.00,0.00,0.00,0.73
45.972,0.00,10.46,723.75,0.00,1.25,0.73
45.993,1.25,9.50,808.75,1.39,0.00,0.73
46.012,1.25,10.13,77.50,0.00,0.00,0.73
46.032,1.25,9.76,883.75,0.00,0.00,0.73
46.051,0.00,10.04,588.75,2.56,0.00,0.73
46.071,1.25,9.84,487.50,0.00,0.00,0.73
46.091,0.00,10.07,640.00,0.00,-1.25,0.73
46.114,1.25,9.96,886.25,0.00,0.00,0.73
46.138,0.00,11.53,672.50,0.00,0.00,0.73
46.162,0.00,9.88,423.75,0.00,0.00,0.73
46.186,0.00,10.15,251.25,0.88,-1.25,0.73
46.213,0.00,9.79,876.25,0.00,-1.25,0.73
46.238,0.00,10.44,32.50,0.00,-1.25,0.73
46.260,2.50,9.73,663.75,0.00,0.00,0.73
46.286,8.75,10.03,46.25,0.00,0.00,0.73
46.310,1.25,9.67,350.00,0.00,1.25,0.73
46.334,2.50,10.03,-131.25,0.00,-1.25,0.73
46.362,2.50,9.50,867.50,0.00,0.00,0.73
46.391,0.00,9.86,452.50,0.00,1.25,0.73
46.418,11.25,10.04,383.75,0.00,-1.25,0.73
46.441,0.00,9.81,690.00,0.00,0.00,0.73
46.468,7.50,10.20,543.75,0.00,-1.25,0.72
46.498,0.00,9.54,713.75,0.00,0.00,0.73
46.528,-1.25,9.98,806.25,0.00,-1.25,0.73
46.554,-1.25,9.43,27.50,0.00,1.25,0.72
46.573,1.25,11.68,877.50,0.00,0.00,0.73
46.595,1.25,9.49,670.00,0.00,-1.25,0.72
46.614,0.00,10.14,25.00,0.00,-1.25,0.72
46.634,0.00,9.72,811.25,0.00,0.00,0.72
46.653,-152.50,10.05,155.00,0.00,0.00,0.72
46.674,1.25,9.91,872.50,0.00,0.00,0.72
46.695,0.00,10.14,528.75,0.00,0.00,0.72
46.715,2.50,10.09,865.00,0.00,0.00,0.72
46.736,2.50,9.44,367.50,0.00,0.00,0.72
46.756,1.25,10.63,-86.25,0.00,-2.50,0.72
46.776,-1.25,9.61,861.25,0.00,-1.25,0.72
46.795,1.25,10.11,267.50,0.00,0.00,0.72
46.815,-1.25,9.86,882.50,0.00,0.00,0.72
46.834,5.00,10.04,706.25,1.35,1.25,0.72
46.854,-2.50,9.98,568.75,0.00,0.00,0.72
46.875,1.25,9.44,866.25,0.00,-1.25,0.72
46.894,7.50,10.09,535.00,0.00,0.00,0.72
46.914,1.25,9.66,868.75,0.00,0.00,0.72
46.934,56.25,10.07,21.25,0.00,-1.25,0.72
46.956,0.00,9.76,860.00,0.00,0.00,0.72
46.976,2.50,10.47,497.50,0.00,0.00,0.72
46.995,1.25,9.91,713.75,0.00,-1.25,0.72
47.015,1.25,9.47,697.50,0.21,0.00,0.72
47.035,7.50,10.02,692.50,0.00,-1.25,0.72
47.056,2.50,9.58,668.75,0.00,0.00,0.72
47.076,22.50,10.75,596.25,2.09,1.25,0.72
47.096,-1.25,9.72,610.00,0.00,-1.25,0.72
47.115,0.00,10.84,682.50,0.43,0.00,0.72
47.135,0.00,9.89,798.75,0.00,1.25,0.72
47.155,0.00,9.43,295.00,0.00,1.25,0.72
47.176,48.75,10.97,698.75,0.00,0.00,0.72
47.199,2.50,9.67,875.00,1.29,0.00,0.72
47.221,1.25,10.23,251.25,0.00,-1.25,0.72
47.241,1.25,9.74,861.25,0.00,-1.25,0.72
47.260,-158.75,10.03,492.50,1.75,-1.25,0.72
47.280,0.00,9.76,385.00,0.00,-1.25,0.72
47.300,2.50,11.64,683.75,1.15,1.25,0.72
47.320,47.50,9.92,603.75,0.00,0.00,0.72
47.339,1.25,9.47,338.75,0.00,1.25,0.72
47.359,-6.25,10.03,680.00,0.00,-1.25,0.72
47.380,1.25,9.60,818.75,0.00,0.00,0.72
47.409,11.25,9.97,703.75,0.00,-1.25,0.72
47.433,0.00,9.54,751.25,0.26,0.00,0.72
47.453,25.00,10.03,87.50,0.00,0.00,0.72
47.473,1.25,9.60,865.00,0.00,1.25,0.72
47.494,3.75,10.03,370.00,1.85,0.00,0.72
47.514,0.00,9.72,877.50,0.00,-1.25,0.72
47.540,0.00,11.66,650.00,0.00,0.00,0.72
47.566,2.50,9.51,757.50,0.00,1.25,0.72
47.593,148.75,10.02,458.75,0.00,-1.25,0.72
47.619,1.25,9.56,133.75,0.00,-1.25,0.72
47.642,7.50,9.95,711.25,0.00,0.00,0.72
47.663,0.00,9.48,382.50,0.20,0.00,0.72
47.687,1.25,10.03,315.00,0.00,-1.25,0.72
47.714,1.25,10.11,637.50,2.03,-1.25,0.72
47.741,1.25,9.75,865.00,0.00,-1.25,0.72
47.762,1.25,10.16,247.50,0.00,0.00,0.72
47.782,0.00,10.00,881.25,0.00,1.25,0.72
47.801,1.25,9.48,767.50,0.37,0.00,0.72
47.821,1.25,10.05,97.50,0.00,0.00,0.72
47.841,1.25,9.77,862.50,0.00,2.50,0.71
47.860,-8.75,10.03,541.25,0.00,0.00,0.72
47.880,0.00,9.81,883.75,0.00,-1.25,0.72
47.900,-1.25,10.13,683.75,0.18,-1.25,0.72
47.920,1.25,9.96,761.25,0.00,-1.25,0.72
47.939,1.25,9.53,858.75,0.00,0.00,0.71
47.959,2.50,11.11,546.25,0.00,-1.25,0.72
47.978,0.00,9.67,732.50,0.00,0.00,0.71
47.998,0.00,10.60,566.25,0.00,-1.25,0.72
48.018,1.25,9.83,741.25,0.00,0.00,0.72
48.037,0.00,9.40,-162.50,0.00,0.00,0.71
48.057,0.00,10.94,882.50,0.00,-1.25,0.71
48.078,0.00,9.49,706.25,0.00,-1.25,0.72
48.097,0.00,10.25,-86.25,0.00,-1.25,0.71
48.117,1.25,9.83,881.25,0.00,1.25,0.71
48.137,0.00,10.03,26.25,0.00,0.00,0.71
48.156,1.25,9.87,867.50,0.00,0.00,0.71
48.176,0.00,9.38,492.50,0.00,0.00,0.71
48.196,0.00,10.11,725.00,0.00,0.00,0.71
48.216,0.00,9.43,143.75,0.00,0.00,0.71
48.245,-1.25,9.92,375.00,0.00,0.00,0.71
48.266,0.00,9.56,765.00,1.12,1.25,0.71
48.286,-157.50,10.04,628.75,0.00,0.00,0.71
48.306,-1.25,9.62,353.75,0.00,0.00,0.71
48.326,2.50,11.63,680.00,0.00,0.00,0.71
48.345,1.25,9.77,693.75,0.00,-1.25,0.71
48.365,1.25,11.28,36.25,0.00,-1.25,0.71
48.392,0.00,9.96,842.50,0.00,-1.25,0.71
48.413,0.00,10.17,117.50,0.00,-1.25,0.71
48.433,0.00,10.07,886.25,0.00,0.00,0.71
48.453,1.25,9.38,200.00,0.00,0.00,0.71
48.474,0.00,11.45,881.25,0.00,0.00,0.71
48.496,-1.25,9.48,698.75,0.00,-1.25,0.71
48.516,1.25,10.86,696.25,0.00,1.25,0.71
48.535,1.25,9.63,773.75,0.00,0.00,0.71
48.555,0.00,10.38,38.75,0.00,0.00,0.71
48.575,1.25,9.95,868.75,0.00,0.00,0.71
48.598,0.00,10.12,697.50,0.00,-1.25,0.71
48.618,1.25,9.88,883.75,0.00,-1.25,0.71
48.637,1.25,9.41,405.00,0.00,0.00,0.71
48.657,2.50,11.71,878.75,0.00,1.25,0.71
48.677,1.25,9.55,716.25,0.00,0.00,0.71
48.697,-1.25,10.13,428.75,0.00,0.00,0.71
48.718,2.50,9.65,780.00,0.00,-1.25,0.71
48.742,1.25,11.27,671.25,1.08,0.00,0.71
48.763,1.25,9.76,677.50,0.00,0.00,0.71
48.782,-1.25,10.38,688.75,0.13,1.25,0.71
48.802,2.50,9.91,778.75,0.00,-1.25,0.71
48.822,1.25,9.45,558.75,0.00,1.25,0.71
48.841,1.25,11.52,686.25,0.00,0.00,0.71
48.861,-1.25,9.58,737.50,0.00,0.00,0.71
48.881,0.00,10.13,675.00,0.00,0.00,0.71
48.900,0.00,9.91,887.50,0.00,0.00,0.71
48.920,0.00,10.06,41.25,0.00,0.00,0.71
48.939,1.25,9.96,873.75,0.00,-1.25,0.71
48.959,0.00,9.46,708.75,0.00,-1.25,0.71
48.979,2.50,10.10,557.50,0.00,0.00,0.71
48.999,1.25,9.67,876.25,0.00,0.00,0.71
49.018,8.75,10.03,503.75,1.39,0.00,0.71
49.039,1.25,9.78,363.75,0.00,-1.25,0.71
49.059,1.25,10.41,691.25,0.00,0.00,0.71
49.079,0.00,9.94,701.25,0.00,-1.25,0.71
49.098,1.25,9.50,855.00,0.00,0.00,0.71
49.118,10.00,11.39,706.25,0.00,-1.25,0.71
49.137,0.00,9.64,640.00,0.00,0.00,0.71
49.157,1.25,11.50,692.50,0.00,-1.25,0.71
49.177,2.50,9.79,737.50,0.00,0.00,0.71
49.196,0.00,10.20,357.50,0.00,0.00,0.71
49.216,1.25,10.19,880.00,0.00,0.00,0.71
49.236,0.00,9.46,745.00,0.00,0.00,0.71
49.260,-3.75,10.03,725.00,0.00,1.25,0.71
49.283,0.00,9.67,873.75,0.20,0.00,0.71
49.302,-170.00,10.03,56.25,2.14,-1.25,0.71
49.322,-1.25,9.68,543.75,0.00,0.00,0.71
49.342,0.00,11.58,687.50,0.00,0.00,0.71
49.362,1.25,9.77,755.00,0.00,0.00,0.71
49.385,-8.75,10.03,111.25,0.00,0.00,0.71
49.407,1.25,9.90,863.75,0.00,0.00,0.71
49.428,0.00,10.06,443.75,0.00,-2.50,0.70
49.448,1.25,9.99,345.00,0.00,-1.25,0.71
49.468,0.00,9.43,621.25,0.00,0.00,0.71
49.489,-1.25,10.88,485.00,0.00,-2.50,0.71
49.510,2.50,9.58,800.00,0.00,0.00,0.71
49.529,0.00,10.13,-32.50,0.00,0.00,0.70
49.549,0.00,9.84,882.50,0.00,0.00,0.71
49.569,5.00,10.03,578.75,2.62,-1.25,0.70
49.588,-1.25,9.90,871.25,0.00,0.00,0.70
49.610,1.25,9.40,461.25,0.00,0.00,0.70
49.630,-1.25,10.10,500.00,0.00,1.25,0.70
49.651,0.00,9.50,810.00,0.00,-1.25,0.70
49.671,0.00,10.08,691.25,0.00,0.00,0.70
49.692,0.00,9.89,865.00,0.00,0.00,0.70
49.712,0.00,10.03,530.00,0.00,1.25,0.70
49.731,0.00,9.84,882.50,0.00,0.00,0.70
49.752,0.00,10.06,471.25,0.00,0.00,0.70
49.775,0.00,9.91,772.50,0.00,-1.25,0.70
49.795,-1.25,9.38,617.50,0.00,-1.25,0.70
49.817,1.25,9.97,746.25,0.00,0.00,0.70
49.840,1.25,9.47,782.50,0.00,0.00,0.70
49.862,1.25,10.05,727.50,0.00,-1.25,0.70
49.882,1.25,9.57,871.25,0.00,0.00,0.70
49.902,1.25,10.06,821.25,0.00,1.25,0.70
49.929,2.50,9.51,808.75,0.88,0.00,0.70
49.962,-1.25,9.82,877.50,0.00,-1.25,0.70
49.989,0.00,11.61,686.25,0.00,0.00,0.70
50.017,0.00,9.60,471.25,0.00,-1.25,0.70
50.047,0.00,10.03,845.00,0.00,-1.25,0.70
50.082,1.25,10.59,258.75,0.00,0.00,0.70
50.113,0.00,9.47,40.00,0.00,-1.25,0.70
50.146,0.00,9.80,887.50,0.00,0.00,0.70
50.176,1.25,10.14,-177.50,0.00,-1.25,0.70
50.207,0.00,9.72,590.00,0.00,-1.25,0.70
50.236,1.25,9.90,271.25,0.00,-1.25,0.70
50.258,2.50,9.50,628.75,0.00,-1.25,0.70
50.279,1.25,10.02,778.75,0.00,1.25,0.70
50.304,-1.25,9.40,515.00,0.00,1.25,0.70
50.323,1.25,11.83,878.75,0.00,0.00,0.70
50.343,0.00,9.55,867.50,0.00,-1.25,0.70
50.362,65.00,10.03,512.50,0.00,0.00,0.70
50.388,1.25,9.62,427.50,0.00,0.00,0.70
50.409,2.50,11.64,696.25,0.39,0.00,0.70
50.429,1.25,9.72,877.50,0.00,0.00,0.70
50.458,1.25,10.02,890.00,0.00,1.25,0.70
50.488,1.25,9.45,566.25,0.00,1.25,0.70
50.507,1.25,10.03,758.75,0.00,0.00,0.70
50.530,0.00,9.57,436.25,0.00,-1.25,0.70
50.552,6.25,10.03,211.25,0.00,-1.25,0.70
50.574,0.00,9.66,711.25,0.00,0.00,0.70
50.596,0.00,10.17,530.00,0.00,-1.25,0.70
50.616,0.00,9.89,820.00,0.00,-1.25,0.70
50.639,0.00,10.37,671.25,0.00,0.00,0.70
50.664,1.25,9.71,870.00,0.00,1.25,0.70
50.693,10.00,10.17,687.50,0.00,0.00,0.70
50.720,1.25,9.46,726.25,2.18,1.25,0.70
50.743,-3.75,10.03,771.25,0.00,1.25,0.70
50.765,0.00,9.51,871.25,0.23,-1.25,0.70
50.788,7.50,10.05,480.00,0.00,-1.25,0.70
50.810,0.00,9.45,692.50,0.00,-1.25,0.70
50.832,0.00,10.38,703.75,0.00,0.00,0.70
50.853,0.00,9.57,776.25,0.00,0.00,0.70
50.873,1.25,10.18,677.50,0.00,0.00,0.70
50.893,0.00,9.98,732.50,0.00,0.00,0.70
50.912,5.00,10.04,537.50,0.00,0.00,0.70
50.932,1.25,9.94,880.00,0.00,-1.25,0.70
50.951,1.25,9.42,462.50,1.34,-1.25,0.70
50.971,1.25,10.03,75.00,0.00,0.00,0.70
50.990,1.25,9.63,868.75,0.00,0.00,0.70
51.010,1.25,10.10,497.50,1.62,0.00,0.70
51.029,0.00,9.79,885.00,0.00,1.25,0.70
51.051,1.25,10.03,686.25,1.08,0.00,0.70
51.072,-1.25,9.90,611.25,0.00,0.00,0.70
51.094,1.25,10.10,501.25,0.00,0.00,0.70
51.120,-1.25,9.77,863.75,0.00,-2.50,0.70
51.147,0.00,10.15,692.50,2.59,-1.25,0.70
51.174,1.25,9.52,733.75,0.19,-1.25,0.70
51.205,0.00,10.03,870.00,0.00,-1.25,0.69
51.234,1.25,11.50,635.00,2.07,-1.25,0.70
51.255,1.25,9.95,522.50,0.00,-1.25,0.69
51.276,0.00,9.53,462.50,0.00,0.00,0.69
51.305,1.25,9.84,865.00,0.00,-1.25,0.69
51.331,1.25,10.13,691.25,1.28,0.00,0.69
51.358,1.25,9.79,868.75,0.00,-1.25,0.69
51.389,0.00,10.93,725.00,0.00,-1.25,0.69
51.424,-151.25,10.12,678.75,0.00,-1.25,0.69
51.457,1.25,9.44,861.25,0.00,0.00,0.69
51.482,0.00,10.48,686.25,0.00,0.00,0.69
51.505,1.25,9.59,742.50,0.00,0.00,0.69
51.530,1.25,9.97,360.00,0.00,-2.50,0.69
51.550,1.25,9.53,867.50,0.39,-2.50,0.69
51.571,-1.25,10.04,620.00,0.00,0.00,0.69
51.594,1.25,9.58,780.00,0.00,1.25,0.69
51.614,1.25,10.13,5.00,0.00,0.00,0.69
51.634,1.25,9.85,880.00,0.00,-1.25,0.69
51.653,7.50,10.03,556.25,2.60,0.00,0.69
51.673,1.25,9.90,390.00,0.00,1.25,0.69
51.693,0.00,9.40,687.50,0.00,0.00,0.69
51.713,1.25,10.11,625.00,0.00,0.00,0.69
51.738,1.25,9.44,223.75,0.00,-1.25,0.69
51.758,1.25,11.83,690.00,0.00,0.00,0.69
51.778,1.25,9.60,693.75,0.00,-1.25,0.69
51.799,0.00,11.22,692.50,0.00,-1.25,0.69
51.824,1.25,9.66,862.50,0.00,0.00,0.69
51.846,-2.50,10.07,532.50,0.00,0.00,0.69
51.865,1.25,9.73,810.00,0.00,0.00,0.69
51.891,2.50,11.60,678.75,0.00,-2.50,0.69
51.916,0.00,9.51,711.25,0.00,-1.25,0.69
51.943,1.25,10.04,708.75,0.00,0.00,0.69
51.967,2.50,9.46,796.25,1.81,0.00,0.69
51.989,0.00,10.05,45.00,0.00,0.00,0.69
52.012,0.00,9.51,692.50,0.00,0.00,0.69
52.032,0.00,10.74,151.25,0.00,-1.25,0.69
52.052,-1.25,9.92,857.50,0.00,1.25,0.69
52.073,1.25,10.32,658.75,0.00,0.00,0.69
52.094,0.00,9.97,753.75,0.00,0.00,0.69
52.113,-1.25,10.05,58.75,0.00,2.50,0.69
52.133,2.50,10.01,883.75,0.00,-1.25,0.69
52.152,1.25,9.47,720.00,0.81,0.00,0.69
52.172,1.25,10.27,-215.00,0.00,0.00,0.69
52.191,1.25,9.71,873.75,0.00,0.00,0.69
52.211,0.00,10.04,551.25,2.15,0.00,0.69
52.230,1.25,9.82,883.75,0.00,-2.50,0.69
52.255,2.50,10.86,672.50,0.00,0.00,0.69
52.285,0.00,9.61,871.25,0.00,-1.25,0.69
52.310,47.50,10.13,52.50,0.00,0.00,0.69
52.338,0.00,9.47,521.25,0.00,0.00,0.69
52.362,0.00,9.97,872.50,0.00,-2.50,0.69
52.393,-12.50,10.04,475.00,0.00,-1.25,0.69
52.417,0.00,9.90,887.50,0.00,-1.25,0.69
52.438,0.00,10.25,197.50,0.00,0.00,0.69
52.459,1.25,10.16,868.75,0.00,-1.25,0.69
52.480,1.25,9.45,541.25,0.00,-1.25,0.69
52.503,15.00,9.96,642.50,0.00,0.00,0.69
52.525,0.00,9.64,858.75,1.95,-1.25,0.69
52.552,1.25,9.81,872.50,0.00,-1.25,0.69
52.583,-113.75,10.03,136.25,0.00,-1.25,0.68
52.613,0.00,9.54,876.25,0.26,0.00,0.69
52.640,0.00,10.05,722.50,0.00,-1.25,0.69
52.673,-1.25,11.36,567.50,0.00,1.25,0.68
52.702,1.25,9.56,570.00,1.60,0.00,0.69
52.735,5.00,9.92,752.50,0.00,-1.25,0.68
52.761,1.25,10.06,677.50,0.00,-1.25,0.68
52.790,0.00,9.76,300.00,0.00,0.00,0.68
52.815,1.25,10.17,70.00,0.00,-1.25,0.68
52.840,0.00,9.65,570.00,0.00,0.00,0.68
52.862,55.00,10.03,251.25,0.00,0.00,0.68
52.885,0.00,9.72,728.75,0.00,0.00,0.68
52.907,2.50,10.85,676.25,2.12,0.00,0.68
52.931,1.25,9.68,581.25,0.00,-1.25,0.68
52.951,-1.25,10.65,687.50,0.47,1.25,0.68
52.970,1.25,9.87,718.75,0.00,0.00,0.68
52.989,1.25,9.41,296.25,0.00,0.00,0.68
53.009,-1.25,11.59,876.25,0.00,-1.25,0.68
53.028,2.50,9.54,725.00,0.00,0.00,0.68
53.048,2.50,10.11,61.25,0.00,1.25,0.68
53.067,0.00,9.70,731.25,0.00,-1.25,0.68
53.089,1.25,10.17,61.25,0.00,0.00,0.68
53.108,1.25,10.10,873.75,0.00,0.00,0.68
53.128,1.25,9.44,630.00,0.00,0.00,0.68
53.147,2.50,10.08,473.75,0.00,0.00,0.68
53.167,0.00,9.63,831.25,0.00,-1.25,0.68
53.187,-3.75,10.03,386.25,0.24,-2.50,0.68
53.206,0.00,9.74,473.75,0.00,-1.25,0.68
53.226,2.50,10.54,681.25,0.00,0.00,0.68
53.245,-162.50,9.95,713.75,0.00,-1.25,0.68
53.265,-1.25,9.49,473.75,0.00,-1.25,0.68
53.284,0.00,11.55,656.25,0.00,1.25,0.68
53.304,3.75,9.61,726.25,0.00,0.00,0.68
53.324,0.00,11.34,680.00,0.00,-1.25,0.68
53.344,1.25,9.76,743.75,0.00,-2.50,0.68
53.365,0.00,10.17,663.75,0.00,-1.25,0.68
53.391,0.00,9.81,785.00,0.00,0.00,0.68
53.411,5.00,10.04,573.75,2.28,1.25,0.68
53.431,0.00,9.95,516.25,0.00,-1.25,0.68
53.450,0.00,9.63,748.75,0.72,1.25,0.68
53.470,67.50,10.02,350.00,0.00,0.00,0.68
53.490,0.00,9.61,446.25,0.00,0.00,0.68
53.509,0.00,11.76,696.25,0.00,0.00,0.68
53.529,1.25,9.79,705.00,0.00,-1.25,0.68
53.548,1.25,10.17,125.00,0.00,0.00,0.68
53.568,0.00,10.01,878.75,0.00,-1.25,0.68
53.587,-1.25,9.47,302.50,0.00,0.00,0.68
53.609,0.00,11.76,691.25,0.00,0.00,0.68
53.628,1.25,9.61,701.25,0.00,0.00,0.68
53.648,1.25,11.57,685.00,0.13,-1.25,0.68
53.670,0.00,9.70,780.00,0.00,-1.25,0.68
53.690,-1.25,10.69,-142.50,0.00,0.00,0.68
53.711,1.25,9.86,723.75,0.00,0.00,0.68
53.730,1.25,9.39,581.25,0.00,1.25,0.68
53.750,0.00,11.39,778.75,0.00,-1.25,0.68
53.769,0.00,9.54,717.50,0.00,0.00,0.68
53.791,0.00,10.03,548.75,0.00,-1.25,0.68
53.817,1.25,9.60,781.25,0.26,-1.25,0.68
53.840,0.00,10.07,702.50,0.00,0.00,0.68
53.860,-2.50,9.58,691.25,0.00,0.00,0.68
53.880,0.00,10.16,537.50,0.00,0.00,0.68
53.900,-1.25,9.92,886.25,0.00,-1.25,0.68
53.920,-1.25,10.06,402.50,0.00,0.00,0.68
53.939,1.25,9.96,445.00,0.00,0.00,0.68
53.959,-2.50,9.61,860.00,0.00,0.00,0.68
53.978,60.00,10.03,473.75,0.00,0.00,0.68
53.998,1.25,9.66,453.75,0.00,-1.25,0.68
54.017,1.25,10.90,677.50,0.00,-1.25,0.68
54.037,0.00,9.78,572.50,0.00,0.00,0.68
54.057,2.50,10.21,-195.00,0.00,1.25,0.68
54.077,0.00,10.13,876.25,0.00,0.00,0.68
54.096,1.25,9.45,730.00,0.00,0.00,0.68
54.119,1.25,10.26,688.75,0.00,1.25,0.68
54.138,1.25,9.60,782.50,0.00,0.00,0.68
54.158,1.25,11.72,665.00,0.00,-1.25,0.68
54.177,1.25,9.99,743.75,0.00,0.00,0.68
54.197,1.25,10.06,545.00,0.00,1.25,0.68
54.216,0.00,9.99,885.00,0.00,-1.25,0.67
54.236,1.25,9.46,717.50,2.25,0.00,0.68
54.255,1.25,10.18,-55.00,0.00,0.00,0.68
54.275,0.00,9.69,873.75,0.00,-1.25,0.67
54.295,-2.50,10.04,527.50,2.09,-1.25,0.68
54.314,1.25,9.85,397.50,0.00,0.00,0.68
54.334,0.00,10.83,715.00,0.00,0.00,0.67
54.354,71.25,9.96,640.00,0.00,0.00,0.67
54.375,1.25,10.01,487.50,0.00,-1.25,0.67
54.401,1.25,10.44,821.25,0.00,-1.25,0.67
54.421,0.00,9.49,731.25,0.41,0.00,0.67
54.440,2.50,10.54,440.00,0.00,-2.50,0.67
54.460,0.00,9.66,865.00,0.00,0.00,0.67
54.481,3.75,10.09,197.50,0.00,-1.25,0.67
54.501,1.25,9.87,881.25,0.00,0.00,0.67
54.520,2.50,10.06,46.25,0.00,0.00,0.67
54.540,0.00,9.98,556.25,0.00,-1.25,0.67
54.559,0.00,9.59,860.00,0.00,-1.25,0.67
54.579,1.25,10.02,545.00,0.00,-1.25,0.67
54.599,1.25,9.67,868.75,0.00,0.00,0.67
54.620,13.75,10.03,502.50,1.45,0.00,0.67
54.640,2.50,9.78,358.75,0.00,-2.50,0.67
54.659,1.25,10.77,685.00,0.00,0.00,0.67
54.680,5.00,9.94,700.00,0.00,1.25,0.67
54.700,0.00,9.51,822.50,0.31,0.00,0.67
54.719,6.25,10.03,698.75,0.00,-1.25,0.67
54.739,0.00,9.64,607.50,0.00,1.25,0.67
54.758,0.00,11.17,681.25,0.00,-1.25,0.67
54.778,1.25,9.80,870.00,0.00,-1.25,0.67
54.797,0.00,10.15,376.25,0.00,2.50,0.67
54.817,2.50,10.17,881.25,0.00,-1.25,0.67
54.839,1.25,9.74,632.50,0.00,0.00,0.67
54.876,0.00,9.64,788.75,0.00,0.00,0.67
54.897,0.00,10.14,700.00,0.00,0.00,0.67
54.919,1.25,9.73,886.25,0.00,0.00,0.67
54.938,1.25,10.07,25.00,0.00,0.00,0.67
54.958,1.25,9.96,872.50,0.00,0.00,0.67
54.977,0.00,9.46,860.00,0.00,0.00,0.67
54.997,1.25,10.11,508.75,0.00,-1.25,0.67
55.016,-1.25,9.71,872.50,0.00,0.00,0.67
55.037,3.75,10.03,308.75,0.00,-1.25,0.67
